id,email,nickname,password,first_name,last_name,contact_number,address,registration_date,loyalty_points,tier,role
256,customer256@example.com,Frank,password123_u256,Frank,Aceitunas,09123450256,"820 Rizal St, Pasig City",2025-08-15 04:45:00,2938,Loyal,customer
257,customer257@example.com,Eve,password123_u257,Eve,Dayawon,09123450257,"822 Rizal St, Manila",2025-10-06 09:33:21,1771,VIP,customer
258,customer258@example.com,Frank,password123_u258,Frank,Camorongan,09123450258,"880 Bonifacio St, Makati City",2025-10-22 01:52:40,7541,Loyal,customer
259,customer259@example.com,Jonas,password123_u259,Jonas,Williams,09123450259,"893 Rizal St, Makati City",2025-08-14 18:17:34,3164,VIP,customer
260,customer260@example.com,Roman,password123_u260,Roman,Jamot,09123450260,"886 Mabini St, Manila",2025-12-19 22:38:36,8346,VIP,customer
261,customer261@example.com,Charlie,password123_u261,Charlie,Smith,09123450261,"340 Mabini St, Quezon City",2026-07-12 04:18:53,4279,Regular,customer
262,customer262@example.com,Bob,password123_u262,Bob,Jamot,09123450262,"40 Mabini St, Taguig",2026-01-21 08:09:08,5663,Loyal,customer
263,customer263@example.com,Lance,password123_u263,Lance,Jones,09123450263,"524 Mabini St, Pasig City",2026-07-20 21:42:58,9446,Regular,customer
264,customer264@example.com,Jonas,password123_u264,Jonas,Camorongan,09123450264,"726 Bonifacio St, Quezon City",2026-02-23 11:43:59,8821,Regular,customer
265,customer265@example.com,Roman,password123_u265,Roman,Dayawon,09123450265,"72 Luna St, Taguig",2025-12-05 11:37:49,2041,Loyal,customer
266,customer266@example.com,Alice,password123_u266,Alice,Jamot,09123450266,"683 Bonifacio St, Manila",2026-01-08 20:22:04,4844,Regular,customer
267,customer267@example.com,Mhaine,password123_u267,Mhaine,Dayawon,09123450267,"681 Bonifacio St, Makati City",2026-04-01 14:44:21,9324,Loyal,customer
268,customer268@example.com,Lance,password123_u268,Lance,Smith,09123450268,"854 Mabini St, Manila",2025-11-24 23:57:14,3443,VIP,customer
269,customer269@example.com,Eve,password123_u269,Eve,Jones,09123450269,"622 Luna St, Pasig City",2026-01-24 03:28:06,7244,Regular,customer
270,customer270@example.com,Alice,password123_u270,Alice,Reyes,09123450270,"813 Rizal St, Quezon City",2025-11-23 18:48:19,8445,Loyal,customer
271,customer271@example.com,Jarell,password123_u271,Jarell,Williams,09123450271,"241 Luna St, Makati City",2026-06-14 19:26:07,3262,Regular,customer
272,customer272@example.com,Lei,password123_u272,Lei,Camorongan,09123450272,"251 Bonifacio St, Taguig",2026-07-01 13:51:13,1193,VIP,customer
273,customer273@example.com,Lance,password123_u273,Lance,Taylor,09123450273,"590 Rizal St, Pasig City",2026-02-13 13:39:13,6547,Regular,customer
274,customer274@example.com,Leo,password123_u274,Leo,Taylor,09123450274,"705 Mabini St, Quezon City",2026-06-03 21:07:42,6965,Regular,customer
275,customer275@example.com,Leo,password123_u275,Leo,Williams,09123450275,"981 Taft St, Pasig City",2025-08-25 01:47:37,9132,Regular,customer
276,customer276@example.com,Frank,password123_u276,Frank,Fababier,09123450276,"468 Rizal St, Pasig City",2026-04-21 19:59:59,8702,Loyal,customer
277,customer277@example.com,Eve,password123_u277,Eve,Reyes,09123450277,"628 Taft St, Pasig City",2026-06-24 03:11:24,8976,VIP,customer
278,customer278@example.com,Leo,password123_u278,Leo,Brown,09123450278,"883 Bonifacio St, Pasig City",2025-11-14 05:33:53,4050,Loyal,customer
279,customer279@example.com,Eve,password123_u279,Eve,Williams,09123450279,"534 Bonifacio St, Makati City",2025-11-20 05:09:29,7206,New,customer
280,customer280@example.com,Diana,password123_u280,Diana,Jamot,09123450280,"241 Luna St, Manila",2025-12-07 17:38:00,8849,New,customer
281,customer281@example.com,Leo,password123_u281,Leo,Aceitunas,09123450281,"237 Bonifacio St, Makati City",2026-05-06 22:01:41,3505,New,customer
282,customer282@example.com,Lance,password123_u282,Lance,Dayawon,09123450282,"339 Taft St, Pasig City",2026-01-14 01:01:16,1020,Regular,customer
283,customer283@example.com,Frank,password123_u283,Frank,Dayawon,09123450283,"399 Taft St, Quezon City",2026-07-04 07:02:44,9432,VIP,customer
284,customer284@example.com,Joshua,password123_u284,Joshua,Camorongan,09123450284,"966 Luna St, Manila",2026-05-25 04:37:17,6389,VIP,customer
285,customer285@example.com,Alice,password123_u285,Alice,Brown,09123450285,"753 Taft St, Taguig",2026-07-20 05:55:57,3613,VIP,customer
286,customer286@example.com,Mhaine,password123_u286,Mhaine,Jamot,09123450286,"447 Bonifacio St, Quezon City",2026-01-03 14:08:10,5507,VIP,customer
287,customer287@example.com,Diana,password123_u287,Diana,Aceitunas,09123450287,"861 Bonifacio St, Makati City",2026-04-04 05:34:46,8751,New,customer
288,customer288@example.com,Lance,password123_u288,Lance,Jones,09123450288,"578 Mabini St, Quezon City",2026-04-12 04:35:07,7022,Regular,customer
289,customer289@example.com,Frank,password123_u289,Frank,Reyes,09123450289,"187 Mabini St, Manila",2025-12-30 19:13:42,5363,Regular,customer
290,customer290@example.com,Joshua,password123_u290,Joshua,Lopez,09123450290,"346 Bonifacio St, Manila",2026-05-24 14:57:50,6906,Loyal,customer
291,customer291@example.com,Frank,password123_u291,Frank,Fababier,09123450291,"482 Mabini St, Taguig",2025-08-25 19:11:50,5733,Regular,customer
292,customer292@example.com,Charlie,password123_u292,Charlie,Fababier,09123450292,"800 Mabini St, Quezon City",2025-11-09 14:34:18,3266,New,customer
293,customer293@example.com,Bob,password123_u293,Bob,Aceitunas,09123450293,"245 Rizal St, Pasig City",2026-04-22 13:31:59,1874,Regular,customer
294,customer294@example.com,Joshua,password123_u294,Joshua,Brown,09123450294,"263 Luna St, Makati City",2026-03-28 21:03:13,9949,New,customer
295,customer295@example.com,Eve,password123_u295,Eve,Aceitunas,09123450295,"988 Luna St, Quezon City",2026-03-18 07:27:25,420,Loyal,customer
296,customer296@example.com,Bob,password123_u296,Bob,Taylor,09123450296,"930 Bonifacio St, Pasig City",2026-05-10 06:08:40,3249,New,customer
297,customer297@example.com,Bob,password123_u297,Bob,Brown,09123450297,"851 Rizal St, Quezon City",2026-05-03 08:02:03,4941,New,customer
298,customer298@example.com,Eve,password123_u298,Eve,Jones,09123450298,"802 Mabini St, Manila",2026-02-28 11:16:12,7018,Loyal,customer
299,customer299@example.com,Jarell,password123_u299,Jarell,Smith,09123450299,"664 Luna St, Quezon City",2026-07-01 12:20:35,6882,VIP,customer
300,customer300@example.com,Jarell,password123_u300,Jarell,Dayawon,09123450300,"984 Luna St, Pasig City",2026-05-07 06:19:07,2506,VIP,customer
301,customer301@example.com,Leo,password123_u301,Leo,Brown,09123450301,"535 Luna St, Taguig",2026-06-15 10:41:13,8817,VIP,customer
302,customer302@example.com,Joshua,password123_u302,Joshua,Dayawon,09123450302,"846 Taft St, Manila",2025-12-08 17:49:15,4022,New,customer
303,customer303@example.com,Jonas,password123_u303,Jonas,Reyes,09123450303,"250 Bonifacio St, Taguig",2026-03-30 14:25:41,6209,Loyal,customer
304,customer304@example.com,Lei,password123_u304,Lei,Reyes,09123450304,"872 Luna St, Makati City",2026-02-10 22:01:09,3475,Loyal,customer
305,customer305@example.com,Eve,password123_u305,Eve,Jamot,09123450305,"349 Luna St, Taguig",2026-05-04 21:13:50,4526,New,customer
306,customer306@example.com,Alice,password123_u306,Alice,Sebido,09123450306,"88 Rizal St, Pasig City",2026-02-11 07:36:00,9096,Regular,customer
307,customer307@example.com,Diana,password123_u307,Diana,Reyes,09123450307,"662 Bonifacio St, Pasig City",2026-06-09 12:23:40,282,New,customer
308,customer308@example.com,Jonas,password123_u308,Jonas,Sebido,09123450308,"415 Rizal St, Manila",2026-04-20 10:16:49,9528,Loyal,customer
309,customer309@example.com,Joshua,password123_u309,Joshua,Smith,09123450309,"544 Luna St, Pasig City",2026-05-22 06:20:47,9017,Loyal,customer
310,customer310@example.com,Roman,password123_u310,Roman,Brown,09123450310,"465 Luna St, Manila",2025-11-11 04:58:35,3777,New,customer
311,customer311@example.com,Diana,password123_u311,Diana,Sebido,09123450311,"324 Mabini St, Taguig",2026-05-28 13:50:47,3033,Regular,customer
312,customer312@example.com,Mhaine,password123_u312,Mhaine,Brown,09123450312,"496 Luna St, Taguig",2026-05-27 19:22:32,8595,Loyal,customer
313,customer313@example.com,Jarell,password123_u313,Jarell,Sebido,09123450313,"304 Rizal St, Manila",2025-10-14 06:14:27,4952,New,customer
314,customer314@example.com,Diana,password123_u314,Diana,Smith,09123450314,"130 Luna St, Quezon City",2025-08-26 17:56:37,9066,Loyal,customer
315,customer315@example.com,Diana,password123_u315,Diana,Aceitunas,09123450315,"654 Bonifacio St, Quezon City",2026-07-10 12:03:43,200,Loyal,customer
316,customer316@example.com,Joshua,password123_u316,Joshua,Reyes,09123450316,"452 Luna St, Makati City",2025-08-25 12:35:24,4136,VIP,customer
317,customer317@example.com,Jarell,password123_u317,Jarell,Fababier,09123450317,"411 Bonifacio St, Quezon City",2026-03-17 15:57:05,878,Regular,customer
318,customer318@example.com,Leo,password123_u318,Leo,Williams,09123450318,"577 Luna St, Quezon City",2025-11-09 23:01:54,1940,VIP,customer
319,customer319@example.com,Bob,password123_u319,Bob,Jones,09123450319,"810 Taft St, Makati City",2026-06-02 19:42:44,8561,VIP,customer
320,customer320@example.com,Joshua,password123_u320,Joshua,Reyes,09123450320,"305 Taft St, Pasig City",2025-12-02 04:04:28,9316,New,customer
321,customer321@example.com,Bob,password123_u321,Bob,Brown,09123450321,"102 Rizal St, Makati City",2025-11-16 08:24:18,1330,Regular,customer
322,customer322@example.com,Mhaine,password123_u322,Mhaine,Aceitunas,09123450322,"566 Mabini St, Makati City",2025-08-06 14:39:50,6693,VIP,customer
323,customer323@example.com,Diana,password123_u323,Diana,Jones,09123450323,"482 Luna St, Quezon City",2025-11-03 11:14:21,4720,Loyal,customer
324,customer324@example.com,Diana,password123_u324,Diana,Reyes,09123450324,"73 Rizal St, Manila",2026-06-07 12:48:49,9663,Regular,customer
325,customer325@example.com,Lance,password123_u325,Lance,Fababier,09123450325,"558 Rizal St, Makati City",2026-07-24 08:43:58,4352,Regular,customer
326,customer326@example.com,Jarell,password123_u326,Jarell,Camorongan,09123450326,"170 Luna St, Taguig",2026-05-23 10:30:58,9325,Loyal,customer
327,customer327@example.com,Joshua,password123_u327,Joshua,Fababier,09123450327,"480 Luna St, Pasig City",2025-11-19 07:14:34,8199,VIP,customer
328,customer328@example.com,Joshua,password123_u328,Joshua,Fababier,09123450328,"613 Mabini St, Pasig City",2026-05-17 20:04:36,5280,Loyal,customer
329,customer329@example.com,Lei,password123_u329,Lei,Fababier,09123450329,"235 Taft St, Taguig",2025-08-13 15:05:09,4415,New,customer
330,customer330@example.com,Eve,password123_u330,Eve,Williams,09123450330,"180 Bonifacio St, Taguig",2026-04-15 14:13:58,7245,Loyal,customer
331,customer331@example.com,Leo,password123_u331,Leo,Jones,09123450331,"447 Bonifacio St, Quezon City",2026-02-04 02:32:19,5700,VIP,customer
332,customer332@example.com,Roman,password123_u332,Roman,Lopez,09123450332,"687 Mabini St, Makati City",2025-12-11 15:43:02,6744,VIP,customer
333,customer333@example.com,Jonas,password123_u333,Jonas,Taylor,09123450333,"968 Bonifacio St, Taguig",2025-08-19 19:45:59,7451,New,customer
334,customer334@example.com,Roman,password123_u334,Roman,Jamot,09123450334,"332 Mabini St, Pasig City",2026-07-07 11:16:31,8431,New,customer
335,customer335@example.com,Charlie,password123_u335,Charlie,Smith,09123450335,"474 Bonifacio St, Quezon City",2025-10-17 10:07:13,8494,Loyal,customer
336,customer336@example.com,Bob,password123_u336,Bob,Williams,09123450336,"511 Bonifacio St, Quezon City",2025-10-23 15:01:29,4375,Regular,customer
337,customer337@example.com,Jonas,password123_u337,Jonas,Reyes,09123450337,"902 Bonifacio St, Quezon City",2025-08-16 18:48:25,9975,Regular,customer
338,customer338@example.com,Diana,password123_u338,Diana,Aceitunas,09123450338,"319 Taft St, Quezon City",2026-03-08 01:04:50,6684,New,customer
339,customer339@example.com,Mhaine,password123_u339,Mhaine,Fababier,09123450339,"473 Mabini St, Makati City",2026-02-15 02:55:14,4781,Loyal,customer
340,customer340@example.com,Lance,password123_u340,Lance,Reyes,09123450340,"484 Rizal St, Pasig City",2026-03-07 15:53:14,2369,VIP,customer
341,customer341@example.com,Mhaine,password123_u341,Mhaine,Jones,09123450341,"521 Rizal St, Quezon City",2025-11-20 20:32:12,6798,Loyal,customer
342,customer342@example.com,Eve,password123_u342,Eve,Smith,09123450342,"274 Mabini St, Manila",2026-05-14 13:00:36,4891,VIP,customer
343,customer343@example.com,Frank,password123_u343,Frank,Aceitunas,09123450343,"458 Taft St, Pasig City",2025-12-17 14:30:45,5446,VIP,customer
344,customer344@example.com,Joshua,password123_u344,Joshua,Lopez,09123450344,"891 Rizal St, Makati City",2026-03-15 15:15:53,6274,Regular,customer
345,customer345@example.com,Frank,password123_u345,Frank,Williams,09123450345,"421 Mabini St, Manila",2026-05-21 18:52:46,7749,VIP,customer
346,customer346@example.com,Lance,password123_u346,Lance,Taylor,09123450346,"812 Rizal St, Pasig City",2025-08-19 22:46:20,2068,Loyal,customer
347,customer347@example.com,Frank,password123_u347,Frank,Fababier,09123450347,"896 Bonifacio St, Quezon City",2026-02-25 19:56:37,7486,New,customer
348,customer348@example.com,Diana,password123_u348,Diana,Aceitunas,09123450348,"420 Rizal St, Quezon City",2026-02-03 21:41:38,4342,Loyal,customer
349,customer349@example.com,Bob,password123_u349,Bob,Brown,09123450349,"408 Mabini St, Manila",2026-07-02 14:07:17,8742,VIP,customer
350,customer350@example.com,Roman,password123_u350,Roman,Taylor,09123450350,"736 Bonifacio St, Taguig",2025-08-19 12:19:41,1121,Regular,customer
351,customer351@example.com,Charlie,password123_u351,Charlie,Taylor,09123450351,"944 Luna St, Makati City",2026-05-22 14:05:29,1480,VIP,customer
352,customer352@example.com,Jarell,password123_u352,Jarell,Williams,09123450352,"649 Mabini St, Pasig City",2025-10-09 04:21:23,4906,New,customer
353,customer353@example.com,Lei,password123_u353,Lei,Lopez,09123450353,"816 Mabini St, Manila",2025-12-22 18:50:41,6141,VIP,customer
354,customer354@example.com,Leo,password123_u354,Leo,Sebido,09123450354,"544 Bonifacio St, Taguig",2026-04-27 08:33:52,2950,Regular,customer
355,customer355@example.com,Leo,password123_u355,Leo,Fababier,09123450355,"625 Bonifacio St, Taguig",2026-04-27 21:00:00,3945,VIP,customer
356,customer356@example.com,Bob,password123_u356,Bob,Aceitunas,09123450356,"238 Bonifacio St, Manila",2026-01-31 01:13:55,4183,New,customer
357,customer357@example.com,Eve,password123_u357,Eve,Reyes,09123450357,"923 Luna St, Taguig",2025-10-05 22:09:50,1210,VIP,customer
358,customer358@example.com,Roman,password123_u358,Roman,Jones,09123450358,"307 Bonifacio St, Manila",2026-01-29 23:44:34,4949,Regular,customer
359,customer359@example.com,Lance,password123_u359,Lance,Reyes,09123450359,"110 Rizal St, Pasig City",2026-03-15 16:25:49,5881,Loyal,customer
360,customer360@example.com,Diana,password123_u360,Diana,Jamot,09123450360,"23 Bonifacio St, Manila",2025-08-08 17:12:10,9272,New,customer
361,customer361@example.com,Bob,password123_u361,Bob,Brown,09123450361,"509 Luna St, Makati City",2026-03-29 07:58:49,5772,Regular,customer
362,customer362@example.com,Charlie,password123_u362,Charlie,Sebido,09123450362,"636 Luna St, Makati City",2026-04-06 13:25:16,1591,New,customer
363,customer363@example.com,Jonas,password123_u363,Jonas,Williams,09123450363,"452 Mabini St, Taguig",2025-12-25 06:28:39,2153,New,customer
364,customer364@example.com,Jonas,password123_u364,Jonas,Lopez,09123450364,"766 Bonifacio St, Makati City",2025-10-22 13:16:03,2165,Loyal,customer
365,customer365@example.com,Alice,password123_u365,Alice,Smith,09123450365,"936 Luna St, Makati City",2025-11-13 08:51:33,7894,Loyal,customer
366,customer366@example.com,Diana,password123_u366,Diana,Lopez,09123450366,"824 Mabini St, Pasig City",2025-09-03 19:33:55,2306,Regular,customer
367,customer367@example.com,Frank,password123_u367,Frank,Taylor,09123450367,"742 Bonifacio St, Taguig",2025-12-25 14:59:42,1479,VIP,customer
368,customer368@example.com,Lei,password123_u368,Lei,Jamot,09123450368,"550 Mabini St, Pasig City",2025-12-26 17:11:30,4295,VIP,customer
369,customer369@example.com,Frank,password123_u369,Frank,Taylor,09123450369,"963 Luna St, Quezon City",2026-04-24 15:39:25,3830,VIP,customer
370,customer370@example.com,Lei,password123_u370,Lei,Jones,09123450370,"906 Taft St, Manila",2026-07-27 00:31:40,9995,Regular,customer
371,customer371@example.com,Charlie,password123_u371,Charlie,Fababier,09123450371,"651 Bonifacio St, Manila",2026-04-14 17:04:28,6689,New,customer
372,customer372@example.com,Leo,password123_u372,Leo,Camorongan,09123450372,"969 Mabini St, Manila",2026-02-12 21:19:07,1902,New,customer
373,customer373@example.com,Mhaine,password123_u373,Mhaine,Smith,09123450373,"139 Bonifacio St, Pasig City",2025-12-27 15:48:08,8850,VIP,customer
374,customer374@example.com,Bob,password123_u374,Bob,Brown,09123450374,"745 Rizal St, Pasig City",2026-04-16 22:02:20,1622,VIP,customer
375,customer375@example.com,Bob,password123_u375,Bob,Dayawon,09123450375,"962 Luna St, Quezon City",2026-04-30 15:36:23,6070,Regular,customer
376,customer376@example.com,Joshua,password123_u376,Joshua,Reyes,09123450376,"974 Rizal St, Manila",2025-09-13 03:46:35,6018,Loyal,customer
377,customer377@example.com,Lei,password123_u377,Lei,Dayawon,09123450377,"283 Rizal St, Quezon City",2026-06-30 21:57:59,7450,New,customer
378,customer378@example.com,Charlie,password123_u378,Charlie,Sebido,09123450378,"658 Taft St, Quezon City",2025-08-25 05:09:01,5464,Regular,customer
379,customer379@example.com,Leo,password123_u379,Leo,Williams,09123450379,"579 Rizal St, Quezon City",2026-06-23 20:11:14,9080,Regular,customer
380,customer380@example.com,Bob,password123_u380,Bob,Sebido,09123450380,"833 Rizal St, Manila",2026-06-02 07:21:45,2417,New,customer
381,customer381@example.com,Jonas,password123_u381,Jonas,Aceitunas,09123450381,"134 Taft St, Manila",2026-06-11 16:24:45,2858,New,customer
382,customer382@example.com,Charlie,password123_u382,Charlie,Camorongan,09123450382,"135 Mabini St, Manila",2026-06-08 08:54:54,3898,Loyal,customer
383,customer383@example.com,Lei,password123_u383,Lei,Aceitunas,09123450383,"272 Mabini St, Makati City",2026-05-20 15:02:16,6897,New,customer
384,customer384@example.com,Diana,password123_u384,Diana,Fababier,09123450384,"488 Bonifacio St, Manila",2026-02-20 21:26:56,9726,New,customer
385,customer385@example.com,Joshua,password123_u385,Joshua,Smith,09123450385,"227 Taft St, Quezon City",2026-05-15 00:07:13,8543,Loyal,customer
386,customer386@example.com,Joshua,password123_u386,Joshua,Taylor,09123450386,"988 Mabini St, Quezon City",2026-02-07 14:09:33,6580,VIP,customer
387,customer387@example.com,Charlie,password123_u387,Charlie,Fababier,09123450387,"503 Bonifacio St, Quezon City",2026-07-20 19:29:53,1323,Loyal,customer
388,customer388@example.com,Bob,password123_u388,Bob,Aceitunas,09123450388,"68 Rizal St, Manila",2026-04-05 00:47:06,9590,Loyal,customer
389,customer389@example.com,Lance,password123_u389,Lance,Jones,09123450389,"544 Luna St, Pasig City",2026-02-17 21:48:07,9919,VIP,customer
390,customer390@example.com,Jarell,password123_u390,Jarell,Williams,09123450390,"719 Mabini St, Taguig",2026-05-12 12:26:21,3522,VIP,customer
391,customer391@example.com,Joshua,password123_u391,Joshua,Sebido,09123450391,"424 Luna St, Pasig City",2026-01-07 10:09:32,6815,New,customer
392,customer392@example.com,Roman,password123_u392,Roman,Dayawon,09123450392,"321 Luna St, Manila",2025-10-03 20:25:20,7770,New,customer
