id,email,nickname,password,first_name,last_name,contact_number,address,registration_date,loyalty_points,tier,role
31,e6cb945a@example.com,8e8c7,placeholder31,Roman,Reyes,09322064300,"5962 Bonifacio St., Makati City",2026-05-05 02:35:38.293298,7480,Loyal,customer
32,f2abf5a5@example.com,28e9,placeholder32,Lance,Fababier,09256003832,"4510 Luna St., Manila",2025-06-08 02:35:38.293298,4978,New,customer
33,96163a11@example.com,fca,placeholder33,Lei,Fababier,09619115542,"3312 Mabini St., Makati City",2026-07-02 02:35:38.293298,4066,Regular,customer
34,e210a43c@example.com,4b07c,placeholder34,Mhaine,Lopez,09653073690,"7609 Rizal St., Makati City",2026-01-02 02:35:38.293298,8254,Regular,customer
35,b7af623a@example.com,707,placeholder35,Leo,Reyes,09459025328,"821 Mabini St., Pasig City",2026-07-15 02:35:38.293298,2086,VIP,customer
36,0bf1b0eb@example.com,3ea9,placeholder36,Joshua,Sebido,09779092638,"4439 Bonifacio St., Taguig",2025-06-11 02:35:38.293298,10683,VIP,customer
37,eb89d238@example.com,4a8,placeholder37,Roman,Dayawon,09416005907,"1137 Rizal St., Quezon City",2025-08-20 02:35:38.293298,8851,Regular,customer
38,35031765@example.com,6f6d,placeholder38,Mhaine,Reyes,09789415847,"4954 Mabini St., Pasig City",2025-06-02 02:35:38.293298,5239,VIP,customer
39,f9069c32@example.com,251,placeholder39,Leo,Aceitunas,09231061551,"5212 Luna St., Taguig",2025-12-28 02:35:38.293298,12894,VIP,customer
40,e643a854@example.com,f2b5e,placeholder40,Roman,Fababier,09542691396,"9082 Taft St., Quezon City",2026-02-03 02:35:38.293298,8469,Regular,customer
41,e592beaf@example.com,e5076,placeholder41,Joshua,Reyes,09997367108,"1615 Luna St., Pasig City",2026-02-28 02:35:38.293298,4880,Loyal,customer
42,e3ec8db2@example.com,6530,placeholder42,Lei,Reyes,09226022250,"9777 Rizal St., Manila",2026-07-28 02:35:38.293298,9582,VIP,customer
43,8a986748@example.com,063,placeholder43,Lance,Reyes,09994206612,"4762 Rizal St., Makati City",2026-01-06 02:35:38.293298,7646,VIP,customer
44,f2387a7b@example.com,7523,placeholder44,Mhaine,Sebido,09365973605,"3921 Rizal St., Makati City",2026-01-12 02:35:38.293298,9837,New,customer
45,c2810c88@example.com,4f8,placeholder45,Lance,Jamot,09438990418,"8211 Taft St., Taguig",2026-01-19 02:35:38.293298,3624,Regular,customer
46,0728e672@example.com,d6f,placeholder46,Joshua,Aceitunas,09612738398,"5693 Luna St., Quezon City",2026-03-02 02:35:38.293298,13081,Regular,customer
47,bc32b3d8@example.com,c7f79,placeholder47,Mhaine,Dayawon,09391459683,"2803 Luna St., Taguig",2026-05-03 02:35:38.293298,8083,New,customer
48,7dfa28ca@example.com,308f,placeholder48,Jarell,Camorongan,09246424891,"6035 Taft St., Taguig",2025-03-26 02:35:38.293298,8008,Loyal,customer
49,3d615888@example.com,95f,placeholder49,Jonas,Aceitunas,09883978054,"6234 Rizal St., Manila",2026-06-19 02:35:38.293298,900,VIP,customer
50,4d9c4380@example.com,9be77,placeholder50,Joshua,Sebido,09938685776,"3388 Bonifacio St., Pasig City",2025-06-20 02:35:38.293298,7746,Regular,customer
51,67b8c84a@example.com,7fdd6,placeholder51,Lance,Reyes,09434795817,"1162 Rizal St., Pasig City",2026-07-12 02:35:38.293298,2513,Loyal,customer
52,99ca2c31@example.com,911d6,placeholder52,Roman,Reyes,09933051336,"5762 Bonifacio St., Makati City",2026-04-01 02:35:38.293298,8334,Regular,customer
53,2b8bc2c5@example.com,37063,placeholder53,Lance,Sebido,09508330455,"2931 Bonifacio St., Quezon City",2026-05-07 02:35:38.293298,729,VIP,customer
54,872cf93d@example.com,24b,placeholder54,Lei,Reyes,09808730040,"630 Taft St., Quezon City",2026-04-02 02:35:38.293298,8711,New,customer
55,50c06aff@example.com,961,placeholder55,Roman,Reyes,09155143825,"4222 Luna St., Manila",2025-07-17 02:35:38.293298,5430,VIP,customer
56,5ba4d7a5@example.com,03a3,placeholder56,Mhaine,Sebido,09482672317,"3322 Mabini St., Pasig City",2025-04-05 02:35:38.293298,7586,Loyal,customer
57,9e4b86c3@example.com,42c91,placeholder57,Jonas,Aceitunas,09484063118,"9885 Mabini St., Manila",2025-12-24 02:35:38.293298,14348,Loyal,customer
58,6ed4da28@example.com,2f5,placeholder58,Jonas,Reyes,09973462323,"9504 Taft St., Taguig",2025-12-02 02:35:38.293298,5931,New,customer
59,b724d4de@example.com,ccad1,placeholder59,Jonas,Aceitunas,09443415232,"2764 Taft St., Pasig City",2025-08-24 02:35:38.293298,14522,New,customer
60,235118f2@example.com,d9d,placeholder60,Roman,Aceitunas,09547596859,"4689 Mabini St., Pasig City",2026-01-02 02:35:38.293298,7102,VIP,customer
61,46f80da9@example.com,a9e,placeholder61,Jonas,Aceitunas,09721529018,"8426 Mabini St., Quezon City",2026-07-09 02:35:38.293298,7495,New,customer
62,01a096f7@example.com,a69d,placeholder62,Jarell,Reyes,09568139142,"628 Mabini St., Quezon City",2025-05-29 02:35:38.293298,12905,New,customer
63,abb64253@example.com,0bfe5,placeholder63,Roman,Jamot,09471166883,"8825 Mabini St., Pasig City",2025-06-07 02:35:38.293298,12538,New,customer
64,4c5a9436@example.com,8d5,placeholder64,Lei,Camorongan,09542140137,"6997 Mabini St., Taguig",2025-09-09 02:35:38.293298,13603,VIP,customer
65,1a0ae848@example.com,c3ba,placeholder65,Mhaine,Jamot,09125018552,"6755 Rizal St., Makati City",2025-08-07 02:35:38.293298,3610,Loyal,customer
66,27728490@example.com,926,placeholder66,Mhaine,Lopez,09402934035,"2779 Bonifacio St., Pasig City",2026-06-07 02:35:38.293298,12313,Regular,customer
67,401400da@example.com,a5b11,placeholder67,Jonas,Jamot,09894492861,"8720 Luna St., Taguig",2026-06-28 02:35:38.293298,1360,Regular,customer
68,4bb1c2a4@example.com,c4d,placeholder68,Leo,Sebido,09499173779,"695 Rizal St., Manila",2026-01-04 02:35:38.293298,1080,VIP,customer
69,19aaee69@example.com,9eb4,placeholder69,Jonas,Sebido,09156831922,"4660 Rizal St., Pasig City",2026-04-03 02:35:38.293298,8460,VIP,customer
70,bbe9f70b@example.com,e0604,placeholder70,Jarell,Camorongan,09164539421,"5037 Mabini St., Pasig City",2026-03-22 02:35:38.293298,9224,Regular,customer
71,5a717c65@example.com,f07,placeholder71,Lei,Jamot,09179581695,"7720 Rizal St., Pasig City",2026-01-29 02:35:38.293298,4030,New,customer
72,027acff0@example.com,cb26,placeholder72,Joshua,Fababier,09865960408,"5834 Rizal St., Taguig",2025-03-27 02:35:38.293298,3673,VIP,customer
73,bd47356f@example.com,a1f69,placeholder73,Joshua,Camorongan,09849091717,"4531 Taft St., Quezon City",2025-04-23 02:35:38.293298,735,Loyal,customer
74,05be0a16@example.com,169b,placeholder74,Leo,Camorongan,09435199411,"1626 Rizal St., Pasig City",2025-04-02 02:35:38.293298,2091,Regular,customer
75,f07a160d@example.com,12f,placeholder75,Joshua,Jamot,09226462666,"9319 Mabini St., Makati City",2026-01-25 02:35:38.293298,3966,Regular,customer
76,7cfe489f@example.com,fde,placeholder76,Lei,Jamot,09807029854,"2291 Mabini St., Manila",2025-11-06 02:35:38.293298,12238,VIP,customer
77,b3960b57@example.com,34f,placeholder77,Joshua,Reyes,09464848463,"7505 Rizal St., Quezon City",2026-02-10 02:35:38.293298,209,VIP,customer
78,588f86a2@example.com,e88,placeholder78,Jarell,Aceitunas,09547380824,"1829 Bonifacio St., Manila",2025-04-02 02:35:38.293298,6344,New,customer
79,2f9eab41@example.com,9a3,placeholder79,Roman,Camorongan,09567789134,"5945 Mabini St., Pasig City",2026-05-19 02:35:38.293298,9166,Loyal,customer
80,67da5147@example.com,ace,placeholder80,Jarell,Reyes,09541790152,"8289 Mabini St., Pasig City",2025-06-01 02:35:38.293298,10238,Regular,customer
81,373fa94f@example.com,e0494,placeholder81,Jonas,Sebido,09118112466,"7004 Taft St., Taguig",2026-07-10 02:35:38.293298,6315,Loyal,customer
82,8b11b76e@example.com,7f4cb,placeholder82,Lei,Camorongan,09936731677,"4513 Luna St., Makati City",2025-07-06 02:35:38.293298,14879,Loyal,customer
83,6f1c2d57@example.com,b69e,placeholder83,Jonas,Reyes,09714167444,"301 Taft St., Pasig City",2026-02-01 02:35:38.293298,14899,New,customer
84,8742ca09@example.com,a3e,placeholder84,Lei,Fababier,09173701782,"43 Mabini St., Taguig",2026-07-24 02:35:38.293298,2476,Loyal,customer
85,7464f96c@example.com,67f2,placeholder85,Leo,Jamot,09634791196,"9615 Luna St., Makati City",2026-04-30 02:35:38.293298,9630,VIP,customer
86,f064659e@example.com,4a7,placeholder86,Roman,Aceitunas,09389293826,"5878 Bonifacio St., Pasig City",2025-11-28 02:35:38.293298,876,Regular,customer
87,54d9da22@example.com,6438e,placeholder87,Leo,Reyes,09796500230,"518 Luna St., Makati City",2026-05-10 02:35:38.293298,723,Regular,customer
88,90503490@example.com,af8f4,placeholder88,Jonas,Lopez,09156651943,"9940 Taft St., Makati City",2026-04-05 02:35:38.293298,12519,New,customer
89,1b01effe@example.com,7c2,placeholder89,Leo,Aceitunas,09832642186,"9094 Mabini St., Manila",2026-03-31 02:35:38.293298,12365,Regular,customer
90,3574e97b@example.com,7ef,placeholder90,Jonas,Sebido,09563559815,"1109 Luna St., Manila",2025-12-07 02:35:38.293298,8661,Loyal,customer
91,99ae9e52@example.com,190e1,placeholder91,Roman,Dayawon,09433802435,"2802 Taft St., Pasig City",2026-01-01 02:35:38.293298,11075,Regular,customer
92,f5569091@example.com,fac,placeholder92,Lei,Fababier,09521393384,"1285 Taft St., Taguig",2026-07-11 02:35:38.293298,257,Loyal,customer
93,7c2daa75@example.com,2c9,placeholder93,Mhaine,Dayawon,09443564593,"2590 Luna St., Taguig",2026-06-11 02:35:38.293298,62,VIP,customer
94,ce9d7952@example.com,c5da,placeholder94,Lance,Aceitunas,09201633769,"8417 Bonifacio St., Taguig",2025-10-14 02:35:38.293298,3214,New,customer
95,4f6fb899@example.com,7a19,placeholder95,Jarell,Sebido,09305317417,"550 Mabini St., Manila",2025-09-03 02:35:38.293298,13225,Loyal,customer
96,5d164ea4@example.com,c3555,placeholder96,Mhaine,Aceitunas,09718227267,"2334 Taft St., Taguig",2025-06-01 02:35:38.293298,3226,Regular,customer
97,8b325683@example.com,9ae,placeholder97,Mhaine,Fababier,09592346544,"5304 Mabini St., Manila",2026-01-26 02:35:38.293298,7975,Regular,customer
98,2c2f4505@example.com,82f6,placeholder98,Jarell,Sebido,09491013018,"8813 Mabini St., Manila",2025-07-09 02:35:38.293298,11475,Regular,customer
99,cc701c51@example.com,44d,placeholder99,Jarell,Dayawon,09908140901,"6324 Rizal St., Quezon City",2026-03-28 02:35:38.293298,8009,New,customer
100,72042113@example.com,115,placeholder100,Joshua,Sebido,09899520222,"5410 Rizal St., Taguig",2026-05-21 02:35:38.293298,4353,New,customer
101,b17eed74@example.com,82e,placeholder101,Leo,Dayawon,09676005504,"8884 Luna St., Manila",2025-08-24 02:35:38.293298,5983,New,customer
102,b7201101@example.com,f8945,placeholder102,Jonas,Sebido,09918491967,"7692 Taft St., Taguig",2025-10-17 02:35:38.293298,5007,Regular,customer
103,618e1acc@example.com,39fc,placeholder103,Joshua,Lopez,09874427921,"4347 Rizal St., Pasig City",2025-05-25 02:35:38.293298,12571,Regular,customer
104,98bea108@example.com,1f8,placeholder104,Joshua,Jamot,09377637740,"9939 Rizal St., Makati City",2025-09-23 02:35:38.293298,2941,Loyal,customer
105,c376f853@example.com,a00,placeholder105,Roman,Reyes,09882389164,"6860 Mabini St., Makati City",2025-05-30 02:35:38.293298,5040,Loyal,customer
106,96e2f186@example.com,349e,placeholder106,Roman,Fababier,09341680855,"5289 Luna St., Taguig",2026-02-04 02:35:38.293298,252,New,customer
107,b25760ab@example.com,d8107,placeholder107,Jonas,Reyes,09823663039,"5064 Luna St., Taguig",2026-01-20 02:35:38.293298,3331,VIP,customer
108,c2e79928@example.com,541,placeholder108,Mhaine,Fababier,09769505887,"8226 Bonifacio St., Manila",2025-12-11 02:35:38.293298,10572,VIP,customer
109,4c42f965@example.com,5893f,placeholder109,Mhaine,Sebido,09206533017,"5318 Taft St., Makati City",2026-05-11 02:35:38.293298,6174,New,customer
110,d846352b@example.com,08de,placeholder110,Roman,Sebido,09152365997,"8970 Bonifacio St., Taguig",2025-04-20 02:35:38.293298,4043,Loyal,customer
111,a4daf4a4@example.com,32f1,placeholder111,Jonas,Fababier,09195098580,"9050 Bonifacio St., Manila",2026-05-10 02:35:38.293298,14489,New,customer
112,5e23cbb9@example.com,dd1,placeholder112,Joshua,Jamot,09552726037,"4436 Luna St., Makati City",2025-12-18 02:35:38.293298,12720,VIP,customer
113,20132ce7@example.com,b793,placeholder113,Jarell,Fababier,09154984700,"3863 Luna St., Pasig City",2025-04-20 02:35:38.293298,5596,New,customer
114,f0dec829@example.com,2ae,placeholder114,Lance,Lopez,09226736360,"406 Bonifacio St., Quezon City",2026-05-23 02:35:38.293298,11776,VIP,customer
115,63e1f0c4@example.com,61e1a,placeholder115,Lei,Aceitunas,09651882143,"8366 Bonifacio St., Makati City",2025-12-18 02:35:38.293298,10361,New,customer
116,ba5ca33b@example.com,318,placeholder116,Joshua,Dayawon,09238925463,"3724 Taft St., Makati City",2025-10-17 02:35:38.293298,13710,Regular,customer
117,fe0bf09b@example.com,26608,placeholder117,Lei,Sebido,09209912504,"2258 Taft St., Taguig",2025-08-05 02:35:38.293298,14665,VIP,customer
118,518c3e74@example.com,a0317,placeholder118,Jonas,Reyes,09235344165,"561 Mabini St., Pasig City",2026-03-12 02:35:38.293298,13565,New,customer
119,94bdbe64@example.com,7b1,placeholder119,Jonas,Jamot,09909819510,"5782 Luna St., Taguig",2025-07-02 02:35:38.293298,4586,Regular,customer
120,ddd77db7@example.com,476,placeholder120,Lance,Fababier,09526145878,"7558 Bonifacio St., Manila",2026-07-28 02:35:38.293298,1657,Regular,customer
121,52f66bde@example.com,ac37f,placeholder121,Leo,Sebido,09636590965,"1733 Bonifacio St., Manila",2025-03-25 02:35:38.293298,613,Regular,customer
122,6ad6b3d9@example.com,ce5,placeholder122,Roman,Jamot,09854356619,"9219 Bonifacio St., Manila",2026-03-13 02:35:38.293298,11067,New,customer
123,e252cded@example.com,060,placeholder123,Joshua,Jamot,09689254635,"8207 Rizal St., Manila",2025-10-21 02:35:38.293298,4114,Loyal,customer
124,8eba7fb4@example.com,49e3b,placeholder124,Jarell,Camorongan,09698247724,"5048 Rizal St., Manila",2026-03-25 02:35:38.293298,8335,New,customer
125,64ae011a@example.com,f04,placeholder125,Leo,Jamot,09615277078,"7532 Rizal St., Manila",2026-05-21 02:35:38.293298,3580,Loyal,customer
126,cc293bad@example.com,40b2,placeholder126,Joshua,Sebido,09659991206,"7785 Luna St., Quezon City",2026-07-03 02:35:38.293298,5759,New,customer
127,2057c34d@example.com,d42c,placeholder127,Jonas,Reyes,09389407423,"9856 Bonifacio St., Makati City",2026-06-29 02:35:38.293298,4644,Regular,customer
128,1ffd13ec@example.com,b0e23,placeholder128,Mhaine,Dayawon,09862925420,"7866 Rizal St., Pasig City",2025-11-22 02:35:38.293298,7911,VIP,customer
129,99997e1b@example.com,47cb,placeholder129,Leo,Camorongan,09557231118,"7651 Rizal St., Makati City",2026-05-30 02:35:38.293298,8647,Regular,customer
130,884ae310@example.com,fc9,placeholder130,Leo,Jamot,09451329112,"8981 Taft St., Makati City",2026-05-24 02:35:38.293298,4553,Loyal,customer
131,906882f8@example.com,0e7b3,placeholder131,Joshua,Camorongan,09782792434,"377 Bonifacio St., Pasig City",2025-06-11 02:35:38.293298,3511,New,customer
132,b5c5d485@example.com,a81,placeholder132,Leo,Camorongan,09597096904,"70 Bonifacio St., Pasig City",2025-11-02 02:35:38.293298,14939,VIP,customer
133,b3fc0dc5@example.com,6126d,placeholder133,Mhaine,Dayawon,09564247174,"3464 Rizal St., Manila",2026-07-07 02:35:38.293298,610,Regular,customer
134,6ebcf668@example.com,d08,placeholder134,Leo,Reyes,09432596053,"6383 Taft St., Quezon City",2026-01-04 02:35:38.293298,1431,VIP,customer
135,e1e70a43@example.com,57d,placeholder135,Roman,Sebido,09106273999,"5747 Bonifacio St., Taguig",2025-04-23 02:35:38.293298,3236,New,customer
136,5a7dec32@example.com,1ffb6,placeholder136,Lei,Aceitunas,09622963508,"8514 Mabini St., Pasig City",2025-12-01 02:35:38.293298,3361,Regular,customer
137,aea77b76@example.com,f067,placeholder137,Jarell,Camorongan,09168406950,"3684 Mabini St., Quezon City",2025-11-05 02:35:38.293298,7034,Regular,customer
138,6e6fb9de@example.com,e53a6,placeholder138,Leo,Sebido,09969554221,"7299 Rizal St., Pasig City",2025-09-13 02:35:38.293298,9988,New,customer
139,67a5c6b3@example.com,2b4d,placeholder139,Lei,Camorongan,09908094927,"9670 Bonifacio St., Makati City",2025-05-04 02:35:38.293298,12405,Loyal,customer
140,afe58a62@example.com,605d,placeholder140,Leo,Sebido,09459472950,"7592 Bonifacio St., Manila",2025-04-13 02:35:38.293298,9115,Regular,customer
141,7d591693@example.com,557,placeholder141,Joshua,Aceitunas,09228279054,"6701 Bonifacio St., Taguig",2026-02-07 02:35:38.293298,12287,Loyal,customer
142,df635560@example.com,eee,placeholder142,Jonas,Lopez,09907982283,"2722 Mabini St., Quezon City",2025-05-24 02:35:38.293298,10226,New,customer
143,961db74a@example.com,7eb5,placeholder143,Leo,Sebido,09435472497,"7976 Rizal St., Pasig City",2025-11-24 02:35:38.293298,12302,New,customer
144,08bbd8c7@example.com,aa531,placeholder144,Joshua,Fababier,09226578842,"4221 Luna St., Makati City",2025-04-05 02:35:38.293298,5736,Loyal,customer
145,31c2c8ab@example.com,54bf,placeholder145,Roman,Jamot,09676650932,"6100 Rizal St., Pasig City",2026-08-03 02:35:38.293298,6570,Loyal,customer
146,bc6e5217@example.com,ce94,placeholder146,Lance,Aceitunas,09179660524,"2414 Rizal St., Makati City",2025-12-06 02:35:38.293298,3389,Loyal,customer
147,3622a2f8@example.com,68b0e,placeholder147,Leo,Jamot,09979603296,"2601 Bonifacio St., Manila",2025-11-26 02:35:38.293298,4315,Regular,customer
148,23875c2f@example.com,1f38,placeholder148,Lei,Jamot,09248591486,"617 Luna St., Makati City",2026-01-16 02:35:38.293298,13866,VIP,customer
149,6273e7bf@example.com,0fbc,placeholder149,Joshua,Sebido,09696182463,"6494 Taft St., Pasig City",2025-07-01 02:35:38.293298,5675,New,customer
150,4dc6de62@example.com,f9b,placeholder150,Leo,Dayawon,09745527474,"9222 Mabini St., Taguig",2025-12-31 02:35:38.293298,11934,Loyal,customer
151,f998a4fb@example.com,85e47,placeholder151,Mhaine,Reyes,09105560208,"7079 Bonifacio St., Taguig",2026-06-28 02:35:38.293298,14284,VIP,customer
152,b40dc2a6@example.com,427d7,placeholder152,Lei,Aceitunas,09472526139,"6338 Taft St., Taguig",2025-11-26 02:35:38.293298,11901,VIP,customer
153,de7f0c74@example.com,e479,placeholder153,Joshua,Jamot,09926587504,"6251 Mabini St., Manila",2025-07-01 02:35:38.293298,3223,Loyal,customer
154,1a69d1fa@example.com,9cf8c,placeholder154,Joshua,Fababier,09669044998,"5861 Bonifacio St., Quezon City",2026-06-28 02:35:38.293298,9309,VIP,customer
155,3d1fb045@example.com,c64c,placeholder155,Leo,Reyes,09303293743,"9110 Bonifacio St., Makati City",2025-10-08 02:35:38.293298,12845,VIP,customer
156,d4c2b8c5@example.com,5ef0a,placeholder156,Lei,Reyes,09905374857,"7197 Luna St., Taguig",2025-07-19 02:35:38.293298,269,Loyal,customer
157,2cac130e@example.com,d111,placeholder157,Mhaine,Reyes,09671450085,"5619 Rizal St., Manila",2026-05-28 02:35:38.293298,1252,New,customer
158,f1d61002@example.com,44f7,placeholder158,Leo,Jamot,09913275402,"2986 Rizal St., Quezon City",2025-07-15 02:35:38.293298,12706,VIP,customer
159,9ed7e2ca@example.com,5a5c1,placeholder159,Jonas,Camorongan,09807933063,"8296 Taft St., Pasig City",2026-01-21 02:35:38.293298,294,Regular,customer
160,badb487a@example.com,f8475,placeholder160,Joshua,Dayawon,09723508937,"4735 Taft St., Quezon City",2025-06-13 02:35:38.293298,8814,Loyal,customer
161,906851b6@example.com,293d5,placeholder161,Roman,Fababier,09803149316,"2839 Bonifacio St., Manila",2025-07-02 02:35:38.293298,5017,Loyal,customer
162,5d4aebe3@example.com,56b,placeholder162,Jarell,Aceitunas,09458786308,"6312 Taft St., Pasig City",2025-06-30 02:35:38.293298,4420,Loyal,customer
163,2a88d7dc@example.com,842,placeholder163,Lei,Reyes,09857205849,"6296 Bonifacio St., Quezon City",2025-12-22 02:35:38.293298,13539,VIP,customer
164,56385b7f@example.com,9c3,placeholder164,Mhaine,Lopez,09242375357,"790 Taft St., Pasig City",2025-10-31 02:35:38.293298,8508,New,customer
165,6d2cf47a@example.com,5ff,placeholder165,Lei,Jamot,09123421819,"5235 Mabini St., Quezon City",2025-07-26 02:35:38.293298,1019,Regular,customer
166,5e8714f8@example.com,b41,placeholder166,Lance,Fababier,09767889484,"2265 Rizal St., Manila",2025-12-06 02:35:38.293298,12280,New,customer
167,6267dcdd@example.com,aef5,placeholder167,Lance,Lopez,09293677393,"3152 Luna St., Manila",2026-04-11 02:35:38.293298,6158,New,customer
168,821c8d68@example.com,2b4,placeholder168,Jonas,Sebido,09489861071,"607 Taft St., Pasig City",2025-07-25 02:35:38.293298,11972,VIP,customer
169,79d1ed34@example.com,3868,placeholder169,Jarell,Reyes,09186617322,"603 Taft St., Taguig",2025-07-19 02:35:38.293298,7557,VIP,customer
170,8399550e@example.com,da26,placeholder170,Jarell,Fababier,09455174129,"8910 Bonifacio St., Manila",2025-12-06 02:35:38.293298,889,New,customer
171,4c9bae96@example.com,cc16,placeholder171,Jarell,Aceitunas,09144610448,"1419 Taft St., Makati City",2025-05-11 02:35:38.293298,5526,Loyal,customer
172,89d295cf@example.com,5947f,placeholder172,Roman,Aceitunas,09566318378,"6659 Bonifacio St., Manila",2026-01-23 02:35:38.293298,4585,Loyal,customer
173,5d237e89@example.com,6c817,placeholder173,Joshua,Jamot,09802042332,"2974 Luna St., Manila",2025-06-15 02:35:38.293298,9311,New,customer
174,d4d835aa@example.com,00a,placeholder174,Roman,Reyes,09709805749,"3160 Luna St., Quezon City",2026-07-12 02:35:38.293298,12265,New,customer
175,ba929f28@example.com,01b0e,placeholder175,Jarell,Lopez,09373827366,"7779 Bonifacio St., Pasig City",2025-03-24 02:35:38.293298,6208,Loyal,customer
176,a02fcc35@example.com,8c62,placeholder176,Jarell,Jamot,09315374783,"1646 Bonifacio St., Pasig City",2026-06-08 02:35:38.293298,5403,Regular,customer
177,123f368b@example.com,0b017,placeholder177,Lei,Dayawon,09263361694,"3282 Taft St., Manila",2025-08-16 02:35:38.293298,6409,Loyal,customer
178,ade4c7c1@example.com,2376,placeholder178,Mhaine,Dayawon,09125828515,"2619 Mabini St., Quezon City",2025-09-03 02:35:38.293298,11663,VIP,customer
